,T0,T1,T2,A_0
T0,-0.76,-0.46,-0.0,0.41
T1,0.06,-1.96,0.2,-0.49
T2,0.39,0.04,-2.12,-1.12
A_0,-0.84,0.0,-0.23,-2.27
