,T0,T1,T2,C_1
T0,-0.72,-0.31,-0.32,0.0
T1,-0.03,-1.96,0.0,0.11
T2,0.55,0.22,-2.22,-0.39
C_1,-1.17,0.09,0.46,-1.71
