,T0,T1,T2,B_1
T0,-0.59,-0.01,0.42,-0.73
T1,-0.18,-1.93,0.0,0.07
T2,-0.0,0.28,-2.11,0.07
B_1,0.51,0.27,-0.53,-0.26
