,T0,T1,T2,E_1
T0,-0.84,-0.02,0.17,0.88
T1,-0.43,-1.88,0.06,0.33
T2,0.0,0.25,-2.14,0.72
E_1,-1.13,-0.71,-0.39,-2.22
