,T0,T1,T2,A_1
T0,-0.78,-0.41,-0.0,0.45
T1,0.01,-1.95,0.27,-0.43
T2,0.41,0.0,-2.1,-1.24
A_1,-0.65,0.03,-0.0,-2.03
