,T0,T1,T2,B_2
T0,-0.75,-0.51,-0.14,0.27
T1,0.05,-1.99,0.22,-0.0
T2,0.44,0.0,-2.18,-0.1
B_2,-0.45,0.45,-0.0,-1.59
