,T0,T1,T2,C_0
T0,-0.73,-0.37,-0.1,-0.03
T1,-0.0,-1.99,0.08,0.21
T2,0.41,0.14,-2.18,-0.16
C_0,-1.1,0.1,0.01,-1.57
