,T0,T1,T2,C_2
T0,-0.79,-0.49,-0.47,-0.01
T1,-0.48,-1.98,0.63,0.08
T2,0.42,0.0,-2.16,-0.05
C_2,-1.05,0.0,0.02,-1.56
