,T0,T1,T2,E_0
T0,-0.85,-0.17,0.0,-0.0
T1,-0.94,-1.9,0.74,-0.12
T2,0.05,0.0,-2.05,0.04
E_0,-0.02,-0.33,0.28,-2.6
