,T0,T1,T2,A_0
T0,-0.85,-0.18,0.0,-0.06
T1,-0.9,-1.89,0.74,-0.41
T2,0.07,0.0,-2.03,-0.35
A_0,-0.04,-0.13,-0.86,-2.34
