,T0,T1,T2,A_1
T0,-0.85,-0.13,0.06,-0.14
T1,-1.02,-1.89,0.75,-0.08
T2,0.0,0.0,-2.01,-0.26
A_1,0.13,-0.39,-0.98,-2.17
