,T0,T1,T2,B_2
T0,-0.8,-0.98,-0.0,-0.0
T1,-0.15,-2.03,0.0,0.37
T2,0.14,0.58,-2.11,-0.27
B_2,-0.05,0.0,0.0,-1.61
