,T0,T1,T2,C_3
T0,-0.79,-0.52,-0.61,0.0
T1,-0.44,-1.98,0.63,0.0
T2,0.5,0.0,-2.18,-0.04
C_3,-0.59,0.09,-0.0,-0.24
