,T0,T1,T2,B_2
T0,-0.8,0.04,0.27,-0.08
T1,-0.69,-1.89,0.05,0.55
T2,-0.0,0.3,-2.08,-0.08
B_2,0.0,-0.02,-0.02,-1.66
