,T0,T1,T2,C_3
T0,-0.64,-0.0,0.43,-0.66
T1,-0.41,-2.0,-0.21,0.4
T2,-0.04,0.42,-2.09,-0.0
C_3,0.02,-0.36,-0.18,-0.37
