,T0,T1,T2,B_0
T0,-0.77,-0.01,0.29,-0.39
T1,-0.52,-1.89,-0.46,0.59
T2,-0.0,0.59,-2.11,-0.18
B_0,0.25,-0.32,-0.09,-1.79
