,T0,T1,T2,A_0
T0,-0.78,-0.03,0.04,-0.06
T1,-0.47,-1.83,-0.0,-0.23
T2,0.26,0.34,-2.13,-0.74
A_0,0.04,-0.22,-0.72,-2.4
