,T0,T1,T2,C_2
T0,-0.73,0.02,0.34,-1.07
T1,-0.45,-1.89,-0.02,0.32
T2,0.01,0.34,-2.09,-0.02
C_2,-0.03,-0.19,-0.22,-1.76
