,T0,T1,T2,E_3
T0,-0.9,-0.13,0.29,0.82
T1,-0.47,-1.86,0.31,-0.11
T2,-0.18,0.08,-2.1,0.62
E_3,-1.12,-0.27,-0.41,-1.7
