,T0,T1,T2,C_0
T0,-0.72,-0.04,0.38,-1.16
T1,-0.38,-1.87,0.11,-0.05
T2,-0.02,0.24,-2.09,0.11
C_0,-0.01,0.2,-0.36,-1.78
