,T0,T1,T2,E_2
T0,-0.82,-0.38,0.22,0.57
T1,-0.23,-1.97,0.25,0.39
T2,0.0,0.0,-2.11,0.47
E_2,-0.51,-1.08,-0.2,-1.9
