,T0,T1,T2,C_2
T0,-0.67,-0.13,-0.08,-0.8
T1,-0.54,-1.72,0.0,0.19
T2,-0.0,0.8,-2.01,-0.18
C_2,-0.26,0.0,-0.3,-1.59
