,T0,T1,T2,E_3
T0,-0.77,-0.14,-0.27,0.31
T1,-0.6,-1.66,-0.0,-0.19
T2,-0.02,0.84,-2.13,0.61
E_3,0.01,-0.01,0.0,-1.87
