,T0,T1,T2,B_1
T0,-0.71,-0.5,-0.13,-0.0
T1,-0.27,-1.75,0.0,0.0
T2,-0.0,0.75,-2.03,-0.0
B_1,-0.01,0.21,-0.17,-0.07
