,T0,T1,T2,B_2
T0,-0.71,-0.58,-0.09,-0.0
T1,-0.2,-1.77,0.0,0.0
T2,-0.0,0.84,-2.0,-0.3
B_2,-0.34,1.05,-0.13,-1.58
