,T0,T1,T2,A_0
T0,-0.77,-0.13,-0.08,0.24
T1,-0.65,-1.67,-0.0,0.0
T2,-0.0,0.9,-1.98,-1.4
A_0,0.0,-0.53,-0.15,-2.22
