,T0,T1,T2,C_1
T0,-0.67,-0.19,-0.06,-0.84
T1,-0.47,-1.71,0.0,0.01
T2,-0.0,0.78,-2.03,-0.01
C_1,-0.76,0.0,-0.0,-1.66
