,T0,T1,T2,E_2
T0,-0.77,-0.1,-0.24,0.33
T1,-0.66,-1.66,0.0,-0.15
T2,-0.01,0.83,-2.09,0.47
E_2,0.01,-0.03,0.0,-2.15
