,T0,T1,T2,C_0
T0,-0.69,-0.29,-0.04,-0.53
T1,-0.37,-1.73,0.0,0.0
T2,-0.03,0.78,-2.02,-0.0
C_0,-0.01,0.39,-0.01,-1.72
