,T0,T1,T2,C_1
T0,-0.72,-0.39,0.0,-0.19
T1,-0.8,-1.78,0.0,-0.42
T2,0.28,0.67,-2.19,0.0
C_1,-0.38,-0.01,-0.0,-1.84
