,T0,T1,T2,E_2
T0,-0.74,-0.42,0.0,0.0
T1,-0.81,-1.81,0.0,-0.0
T2,0.26,0.64,-2.18,-0.0
E_2,0.09,-0.14,0.0,-2.06
