,T0,T1,T2,E_1
T0,-0.73,-0.48,0.01,0.0
T1,-0.7,-1.81,-0.0,-0.36
T2,0.23,0.65,-2.21,0.37
E_1,0.12,-0.15,0.0,-2.43
