,T0,T1,T2,A_0
T0,-0.73,-0.52,0.0,0.0
T1,-0.66,-1.82,0.0,-0.52
T2,0.29,0.63,-2.19,-0.01
A_0,-0.0,-0.61,-0.38,-2.52
