,T0,T1,T2,A_1
T0,-0.71,-0.9,0.0,0.08
T1,-0.32,-1.88,0.0,-0.54
T2,0.31,0.61,-2.19,-0.01
A_1,-0.0,-0.0,-0.17,-2.17
