,T0,T1,T2,C_0
T0,-0.9,-0.84,-0.01,-0.49
T1,-0.87,-2.13,-0.01,-0.01
T2,-0.0,-0.06,-2.2,0.56
C_0,-0.0,-0.0,0.0,-1.74
