,T0,T1,T2,E_1
T0,-0.97,-0.72,-0.04,0.46
T1,-1.08,-2.11,-0.01,-0.01
T2,-0.02,-0.0,-2.11,-0.0
E_1,0.0,-0.01,-0.0,-2.46
