,T0,T1,T2,B_0
T0,-0.93,-0.77,-0.01,-0.14
T1,-0.96,-2.1,-0.0,-0.15
T2,-0.01,-0.0,-2.1,-0.06
B_0,-0.01,-0.06,-0.15,-1.58
