,T0,T1,T2,C_3
T0,-0.86,-0.93,-0.0,-0.23
T1,-0.77,-2.07,-0.0,-0.23
T2,-0.0,-0.0,-2.02,-0.26
C_3,-0.89,-0.0,-0.0,-0.25
