,T0,T1,T2,B_1
T0,-0.82,-0.8,-0.0,-0.32
T1,-0.89,-2.13,-0.02,0.0
T2,-0.0,-0.01,-2.11,0.0
B_1,-0.0,0.01,0.15,-0.03
