,T0,T1,T2,A_0
T0,-0.98,-0.78,-0.01,0.6
T1,-1.04,-2.11,-0.0,-0.0
T2,-0.04,-0.0,-2.1,-0.0
A_0,0.0,-0.0,-0.0,-2.5
