,T0,T1,T2,A_1
T0,-1.05,-0.02,0.36,0.54
T1,-0.64,-1.69,0.0,-0.01
T2,0.0,0.49,-2.18,-0.35
A_1,0.0,-0.03,-0.51,-2.01
