,T0,T1,T2,B_0
T0,-0.91,-0.66,0.0,-0.01
T1,-0.07,-1.99,0.28,0.93
T2,0.39,0.0,-2.25,-0.01
B_0,-0.2,0.0,-0.16,-1.62
