,T0,T1,T2,E_0
T0,-0.89,-0.68,0.05,0.52
T1,-0.17,-1.93,0.09,0.17
T2,-0.0,0.44,-2.18,0.53
E_0,-0.4,-0.79,-0.02,-2.43
