,T0,T1,T2,C_2
T0,-0.82,-0.61,0.06,-0.45
T1,-0.15,-1.95,0.0,0.23
T2,0.11,0.52,-2.16,-0.15
C_2,-0.53,0.01,0.0,-1.63
