,T0,T1,T2,B_0
T0,-0.84,-0.94,-0.14,0.04
T1,-0.01,-2.0,-0.07,0.33
T2,0.29,0.6,-2.18,-0.58
B_0,-0.23,0.17,0.14,-1.62
