,T0,T1,T2,B_1
T0,-0.87,-0.52,0.01,-0.0
T1,-0.33,-2.0,0.26,0.22
T2,0.11,0.3,-2.15,0.0
B_1,-0.19,0.24,-0.24,-0.0
