,T0,T1,T2,C_3
T0,-0.85,-0.69,0.0,-0.03
T1,-0.15,-2.05,-0.02,0.33
T2,0.14,0.52,-2.14,-0.13
C_3,-1.17,-0.14,0.1,-0.21
