,T0,T1,T2,C_1
T0,-0.82,-0.86,-0.08,-0.21
T1,-0.0,-1.97,-0.14,0.19
T2,0.22,0.6,-2.19,-0.35
C_1,-0.61,0.03,0.15,-1.78
