,T0,T1,T2,A_0
T0,-0.86,-0.33,-0.44,0.17
T1,-0.42,-1.88,0.43,-0.36
T2,0.47,0.19,-2.19,-1.38
A_0,-0.31,-0.25,-0.33,-2.38
