,T0,T1,T2,E_1
T0,-0.92,-0.57,0.04,0.77
T1,-0.25,-1.9,-0.0,0.13
T2,-0.02,0.51,-2.2,0.64
E_1,-0.88,-0.53,-0.6,-2.28
