,T0,T1,T2,C_3
T0,-0.79,-0.88,-0.21,0.0
T1,-0.23,-2.08,-0.0,0.31
T2,0.35,0.48,-2.12,-0.16
C_3,-1.07,-0.16,0.05,-0.23
