,T0,T1,T2,B_2
T0,-0.79,-1.07,0.0,-0.0
T1,-0.1,-1.99,0.01,0.0
T2,0.2,0.46,-2.12,-0.0
B_2,-0.08,0.54,-0.4,-1.59
