,T0,T1,T2,E_1
T0,-0.87,-0.9,0.1,0.81
T1,-0.27,-2.0,0.0,0.56
T2,-0.03,0.43,-2.13,0.82
E_1,-1.3,-1.66,-0.32,-2.17
