,T0,T1,T2,C_1
T0,-0.79,-0.7,0.21,-0.4
T1,-0.32,-1.95,0.0,0.07
T2,0.01,0.51,-2.08,0.0
C_1,-0.49,0.04,-0.0,-1.82
