,T0,T1,T2,A_0
T0,-0.81,-0.7,0.0,0.0
T1,-0.32,-1.94,-0.0,-0.0
T2,0.22,0.53,-2.09,-1.22
A_0,-0.01,-0.85,-0.14,-2.44
