,T0,T1,T2,D_0
T0,-0.83,-0.85,-0.54,0.38
T1,-0.49,-2.16,0.0,1.09
T2,0.54,0.44,-2.18,-0.36
D_0,-0.16,0.0,0.49,-1.38
