,T0,T1,T2,E_1
T0,-0.82,-0.76,-0.0,-0.01
T1,-0.33,-1.96,0.0,-0.49
T2,-0.01,0.39,-1.91,-0.07
E_1,-0.04,-0.78,-0.01,-2.58
