,T0,T1,T2,E_3
T0,-0.82,-0.76,-0.0,0.0
T1,-0.35,-1.98,0.0,-0.0
T2,-0.04,0.36,-1.9,-0.0
E_3,0.3,-0.01,-0.0,-1.99
