,T0,T1,T2,C_3
T0,-0.8,-1.3,-0.0,-0.0
T1,-0.07,-2.05,0.0,-0.0
T2,-0.0,0.35,-1.91,-0.0
C_3,-0.88,0.0,-0.17,-0.27
