,T0,T1,T2,A_0
T0,-0.83,-0.85,-0.0,0.28
T1,-0.28,-1.98,0.0,-0.34
T2,-0.01,0.4,-1.9,-0.2
A_0,0.0,-0.15,-0.45,-2.38
