,T0,T1,T2,B_0
T0,-0.82,-1.38,-0.0,0.26
T1,-0.07,-2.05,0.0,-0.0
T2,-0.0,0.35,-1.89,-0.18
B_0,-0.0,0.0,-0.01,-1.73
