,T0,T1,T2,C_1
T0,-0.81,-0.9,-0.01,-0.01
T1,-0.23,-1.97,0.0,-0.41
T2,-0.01,0.39,-1.92,-0.01
C_1,-0.23,-0.33,-0.0,-1.92
