,T0,T1,T2,C_2
T0,-0.81,-1.1,-0.0,-0.0
T1,-0.16,-2.03,0.0,0.0
T2,-0.0,0.34,-1.9,-0.11
C_2,-0.55,0.37,-0.5,-1.73
