,T0,T1,T2,E_0
T0,-0.82,-0.82,-0.0,-0.0
T1,-0.32,-1.99,0.0,-0.02
T2,-0.09,0.32,-1.96,0.86
E_0,0.0,-0.0,0.0,-2.56
